Json Question,Generator Question,Answer,Bleu Score
"Türkiye, 1923'te imzalanan Lozan Antlaşması'nın kaçıncı maddesinde bu adalar üzerindeki bütün taleplerinden vazgeçmiştir ?","Türkiye, 1923'te imzalanan Lozan Antlaşması'nın hangi maddesinde bu adalar üzerindeki bütün taleplerinden vazgeçmiştir?",15'inci maddesinde,0.6207106843779346
Ne zaman Mondros Mütarekesi imzalandığında Musul ve çevresi henüz Ali İhsan Sabis Paşa komutasındaki Türk birliklerinin idaresindeydi ?,Hangi tarihte Mondros Mütarekesi imzalandığında Musul ve çevresi henüz Ali İhsan Sabis Paşa komutasındaki Türk birliklerinin idaresindeydi?,30 Ekim 1918'de,0.7593072487023834
30 Ekim 1918'de Mondros Mütarekesi imzalandığında Musul ve çevresi henüz kimin idaresindeydi ?,30 Ekim 1918'de Mondros Mütarekesi imzalandığında Musul ve çevresi henüz kimin idaresindeydi?,Ali İhsan Sabis Paşa komutasındaki Türk birliklerinin,0.8313539764691034
Kimler hiçbir direnişle karşılaşmadan Musul'a girdiler ?,Kim hiçbir direnişle karşılaşmadan Musul'a girdiler?,Britanya askerleri,0.43012508513132625
"İstanbul'dan benzer bir emir Mustafa Kemal Paşa'ya da Çukurova bölgesini terk etmesi için gelmişse de Mustafa Kemal Paşa, nereyi boşaltmamış ?","İstanbul'dan benzer bir emir Mustafa Kemal Paşa'ya da Çukurova bölgesini terk etmesi için gelmişse de Mustafa Kemal Paşa, nereyi boşaltmamış?",Adana'yı,0.8996172464584702
Mustafa Kemal Paşa'nın İstanbul'a dönmesinden sonra kim emrindeki 20. Kolordu'yu teçhizatıyla birlikte önce Konya'ya sonra da Ankara'ya getirerek İstiklal Savaşı hazırlıklarına başladı ?,Mustafa Kemal Paşa'nın İstanbul'a dönmesinden sonra kim emrindeki 20. Kolordu'yu teçhizatıyla birlikte önce Konya'ya sonra da Ankara'ya getirerek İstiklal Savaşı hazırlıklarına başladı?,Ali Fuat Paşa,0.9088072810577346
"Mustafa Kemal Paşa'nın İstanbul'a dönmesinden sonra Ali Fuat Paşa, emrindeki 20. Kolordu'yu teçhizatıyla birlikte önce Konya'ya sonra da Ankara'ya getirerek neye başladı ?","Mustafa Kemal Paşa'nın İstanbul'a dönmesinden sonra Ali Fuat Paşa, emrindeki 20. Kolordu'yu teçhizatıyla birlikte önce Konya'ya sonra da Ankara'ya getirerek neye başladı?",İstiklal Savaşı hazırlıklarına,0.9088072810577346
Bu sırada kim emrindeki 15. Kolordu'yu terhis etmemiş ve Erzurum'da savaşa hazır tutmaktaydı ?,Bu sırada kim emrindeki 15. Kolordu'yu terhis etmemiş ve Erzurum'da savaşa hazır tutmaktaydı?,Kâzım Karabekir Paşa,0.8446319809857226
Bu sırada Kâzım Karabekir Paşa da emrindeki 15. Kolordu'yu terhis etmemiş ve nerede savaşa hazır tutmaktaydı ?,Bu sırada Kâzım Karabekir Paşa da emrindeki 15. Kolordu'yu terhis etmemiş ve nerede savaşa hazır tutmaktaydı?,Erzurum'da,0.8742223609582066
30 Ekim 1918'de Mondros Mütarekesi imzalandığında Musul ve çevresi henüz kimin komutasındaki Türk birliklerinin idaresindeydi ?,Kim bu isteği reddetti ancak Suriye ve Şam cephesinde Mustafa Kemal Paşa komutasındaki Yıldırım Orduları grubu daha fazla kayıp vermemek için Adana'ya kadar çekilmesi neticesinde demiryolu ikmal hatlarının kesilmesi üzerine ve İstanbul hükûmetinin de bu yolda emir vermesinden sonra Musul'u,Ali İhsan Sabis Paşa,0.010925341620772083
Ateşkesten sonra kimler Musul ve Zaho'daki sivil Hristiyanların topluca öldürüldüğünü iddia ederek Türk birliklerinin Musul'u terk etmesini istediler ?,Ateşkesten sonra kimler Musul ve Zaho'daki sivil Hristiyanların topluca öldürüldüğünü iddia ederek Türk birliklerinin Musul'u terk etmesini istediler?,Britanyalılar,0.8883547143744179
Ateşkesten sonra Britanyalılar kimlerin topluca öldürüldüğünü iddia ederek Türk birliklerinin Musul'u terk etmesini istediler ?,"Ateşkesten sonra Britanyalılar, kimlerin topluca öldürüldüğünü iddia ederek Türk birliklerinin Musul'u terk etmesini istediler?",Musul ve Zaho'daki sivil Hristiyanların,0.677111132309861
"Ateşkesten sonra Britanyalılar, Musul ve Zaho'daki sivil Hristiyanların topluca öldürüldüğünü iddia ederek Türk birliklerinin nereyi terk etmesini istediler ?","Ateşkesten sonra Britanyalılar, Musul ve Zaho'daki sivil Hristiyanların topluca öldürüldüğünü iddia ederek Türk birliklerinin neyi terk etmesini istediler?",Musul'u,0.7535201131777927
Büyük Selçuklu Hükümdarı kimdir?,Büyük Selçuklu hükümdarı kimdir?,Alparslan,0.3535533905932738
Anadolu Selçuklu Devleti Kösedağ Savaşı sonrasında hangi devletin vesayeti altına girmiştir?,Kösedağ Savaşı sonrasında hangi devletin vesayeti altına girmiştir?,İlhanlı Devleti,0.6872892787909722
Kösedağ Savaşında kim yenilmiştir.,Kösedağ Savaşı sonrasında kim yenilmiştir?,Anadolu Selçuklu Devleti,0.1270331870386537
Turgut alp İnegöl kalesini kaç yılında kuşatmıştır?,Turgut Alp İnegöl kalesini kaç yılında kuşatmıştır?,1299,0.6434588841607617
Osmanlı Beyliği kim tarafından kurulmuştur?,Bursalı Devleti'nin başına geçen kimdir?,Osman Bey,0.0
Osmanlı beyliği ile Bizans arasında gerçekleşen savaşı kim kazanmıştır?,Maltepe savaşında Osmanlı beyliği ile Bizans arasında olan savaşta kim kazanmıştır?,Osmanlı Beyliği,0.40352786374639904
Osman Bey ne zaman doğmuştur?,Osman Bey kaç yılında doğmuştur?,1258,0.23643540225079396
Ermeni Beli savaşı kaç yılında yapılmıştır?,Osmanlı tarihinde ilk savaş kaç yılında yapılmıştır?,1284,0.24446151121745052
Orhan Bey kaç yılında Söğütte doğmuştur?,Orhan Bey kaç yılında doğmuştur?,1281,0.5789300674674098
Orhan Beyin babası kimdir?,Orhan Bey'in babası kimdir?,Osman Gazi,0.3535533905932738
Orhan Bey babası Osman Gazi'den aldığı devleti kaç kilometrekare almıştır?,Orhan Bey babası Osman Gazi'den kaç kilometrekare almıştır?,16000,0.5384952356064083
I.Murat kaç yılında Bursada doğmuştur?,I.Murat kaç yılında doğmuştur?,1326,0.49760938992507125
Maltepe savaşı Osmanlı Beyliği ile kim arasında gerçekleşmiştir?,"Musa Çelebi, kargaşanın hangi yüzünden olduğuna ve bazı rakip şehzadelerin Bizans tarafından desteklendiğine inanıyordu?",Bizans,0.0
Maltepe savaşı kim ile Bizans arasında gerçekleşmiştir?,Oğuzların Kayı boyuna mensuptur?,Osmanlı beyliği,0.0
Kocaeli yarımadasının tamamı Osmanlıların eline nerenin fethi ile ele geçti?,Kocaeli yarımadasının tamamı Osmanlıların eline nereye geçti?,İzmit’in,0.41917424905767126
1345 yılında ne alınmıştır*,1345 yılında kim alınmıştır?,Karesioğulları beyliği,0.31947155212313627
Karesi Bey'in oğulları arasında ne olmuştur,Karesi Bey'in oğulları arasında ne olmuştur?,taht kavgası,0.7598356856515925
Hangi savaş Osmanlı devleti ile Bizans ve Bulgar güçleri arasında yapılmıştır?,Hangi savaş Osmanlı devleti ile Bizans ve Bulgar güçleri arasında gerçekleşmiştir?,Sazlıdere savaşı,0.8931539818068694
Sazlıdere savaşı sonucunda hangi topraklar alınmıştır?,Sazlıdere savaşı sonucunda nereler alınmıştır?,Edirne ve Filibe,0.3498330125272252
1388 yılında hangi savaş yapılmıştır?,Haçlı ordusu ile Osmanlı Devleti arasında yapıldığı savaş hangisidir?,Ploşnik savaşı,0.04767707020457096
1389 yılında hangi savaş gerçekleşmiştir?,Ploşnik Bozgunu 1389 yılında hangi savaş gerçekleşmiştir?,I.Kosova savaşı,0.6147881529512643
Haçlı ordusunu kuran kimdir?,Haçlı ordusu kim kurmuştur?,Sırp kralı Lazar,0.15973577606156814
I.Kosova savaşı Osmanlı Ordusu ile kim arasında gerçekleşmiştir?,I.Kosova Savaşı Osmanlı ordusu ile kim arasında gerçekleşmiştir?,Haçlılar,0.38260294162784475
Osmanlı ordusu hangi savaşı kazanmıştır?,Hangi savaş Osmanlı ordusu ile Haçlılar arasında gerçekleşmiştir?,I.Kosova savaşını,0.11044795567078944
"Vasvar Antlaşması, hangi iki devlet arasında imzalanmıştır?",Hangi devletler arasında bir dostluk mevcuttu?,Osmanlı Devleti ile Lehistan,0.06870636427700044
"Osmanlı-Venedik Antlaşması, hangi iki devlet arasında imzalanmıştır?",Osmanlı-Venedik Antlaşması hangi iki devlet arasında imzalanmıştır?,Osmanlı Devleti ile Venedik Cumhuriyeti,0.6434588841607617
Cezayir beylerbeyliğine kim atandı?,Cezayir beylerbeyliğine de kim atanmış bulunuyordu?,Hasan Paşa,0.1796520559815421
İspanyol güçlerinin başında kim vardı?,"Osmanlı güçlerinin başında Hasan Paşa, İspanyol güçlerinin başında ise neredeydi?",Kont Alkodete,0.1561969968460128
Kanuni Sultan Süleyman nerede seferin başında bulunuyordu?,Napolyon Bonapart'ın önderliği altındaki Fransa'nın nerede başlattığı savaşların arka planında yer aldı?,Avrupa'da,0.033864985683445356
Kuzey Afrika'da güçlenmek isteyen kimdi?,Hangi ülke biraz rahatlamış oldu?,Fas Sultanlığı,0.0
Fas Sultanlığı kaç bin kişilik kuvvetle Tilimsan şehrini fetetmek istedi?,Fas Sultanlığı yaklaşık kaç kişilik bir kuvvet ile Tilimsan şehrini fethetmek istedi?,30.000 kişilik,0.11016798394984659
Hasan Paşa nereye atandı?,Hasan Paşa nereye atanmış bulunuyordu?,Cezayir beylerbeyliğine,0.3976353643835253
Osmanlı'nın ele geçirmiş olduğu kaleleri kim kuşatmaya başladı?,Kim dağıldı ve sonuç olarak başkentleri işgal edildi?,Fas orduları,0.0
Salih Paşa nereden ayrıldı?,Salih Paşa hangi topraklardan ayrıldı?,Fas topraklarından,0.23643540225079396
"Hasan Paşa, elindeki kuvvetler nereye taaruz etti?","Hasan Paşa, elindeki kuvvetler ile nereye taarruz etti?",Fas topraklarına,0.38260294162784475
Celâlî isyanları hangi yüzyılda çıkmıştır?,"Celâlî isyanları hangi yüzyıllarda Osmanlı yönetimindeki Anadolu'da Yavuz Sultan Selim döneminde başlayan ve IV. Mehmed dönemine kadar devam eden zaman zarfında devlete karşı ekonomik, sosyal, askerî ve siyasî nedenlerle ayaklananlara verilen addır?",16. ve 17. yüzyıllarda,0.043179000236065884
Celâlî isyanları devlete karşı hangi alanlarda ayaklanmalara verilen addır?,"Celâlî isyanları, 16. ve 17. yüzyıllarda, Osmanlı yönetimindeki Anadolu'da Yavuz Sultan Selim döneminde başlayan ve IV. Mehmed dönemine kadar devam eden zaman zarfında devlete karşı hangi nedenlerle ayaklananlara verilen addır?","ekonomik, sosyal, askerî ve siyasî nedenlerle",0.06082055310628112
Celâlî tabiri kiminle ilgilidir?,Celâlî tabiri 16. yüzyıl başlarında '1519' isyan eden kimle ilgilidir?,Bozoklu Şeyh Celâl’le,0.092875289995668
Osmanlı devlet anlayışı isyanları nasıl değerlendirmektedir?,"Osmanlı devlet anlayışı, bu isyanları hangi olarak değerlendirmiş ve kaynaklarda bu ifade sık sık kullanılmıştır?",'hurûc ale’s-sultân',0.05816635421147513
"Bu ayaklanmaların adı, bu kapsamdaki ayaklanmaların ilkinin önderi kimdir?","Bu ayaklanmaların adı, bu kapsamdaki ayaklanmaların ilkinin önderi olan kimdir?",Şeyh Celâl,0.7825422900366437
Ayaklanma nerede başlamıştır?,"'Bozoklu 'Yozgat' olan Şeyh Celâl önderliğinde topraksız köylüler, ağır vergilerden ezlenler, toprakları elinden alınmış eski sipahiler, sekablar, yerel idarecilerin baskı ve adaletsiz yönetiminden şikâyetçi olan kitleler, 1519 yılında Osmanlı yönetimine başkaldırdı.",Tokat yöresinde,0.0
Osmanlı Devleti Astrahan Hanlı'ğını geri almak için nereye sefer düzenledi?,"Astrahan Seferi, Osmanlı Devleti ve Osmanlı Devleti'ne bağlı olan Kırım Hanlığı'nın 1556 yılında Rusya'nın eline geçen Astrahan Hanlığı'nı geri almak için nereye düzenledikleri seferdir?",Astrahan ve Azak bölgeleri üzerine,0.12173115521158184
İran Safevi Devleti Türkistan-Anadolu yolunu keserek neyi amaçladı?,İran Safevi Devleti’nin de Türkistan-Anadolu yolunu keserek ne haberi geldi?,Türkistan'dan yola çıkan hacıların engelenmesi,0.19640732545025652
Musa Çelebi hangi İstanbul'u kuşattı?,Bayezid'in oğullarından Musa Çelebi tarafından ne zaman İstanbul tekrar kuşatıldı?,1412 yılında,0.08392229812593097
VII. İoannis kimdir?,Kim VII. İoanni'ya yardım ettiğine inandığı için kuşatma başladı?,Bizans İmparatoru,0.04767707020457096
